AirTemp,BuiltSurface,Elevation,LST,LULC,NDBI,NDVI,PopulationDensity,UrbanClass,WaterDistance,WindSpeed,Longitude,Latitude
28.58830398,16,593,51.0577052,50,0.052010886,0.236930361,50.67621994,30,936.3759929,2.26777321,73.95526275,18.46134264
28.88797394,75,550,50.03571722,50,0.025946406,0.207487477,25.67679214,21,84.85281374,2.221364185,74.04948302,18.65954008
27.79409916,0,570,47.18167052,20,0.099136926,0.289482471,2.262078047,30,184.3908891,1.964554078,73.78124514,18.45571707
27.62282456,0,625,55.24136168,60,0.116416806,0.038503372,0.072462112,21,765.5716818,2.332534389,73.96903455,18.44278762
27.14588591,0,808,51.49521176,30,0.144361207,0.20708369,0.0,11,348.8552709,1.810214569,73.82423971,18.41525986
28.94811934,0,604,52.74620708,20,0.136597447,0.186698089,0.0,11,450.1110974,2.199623125,74.07535327,18.68649959
27.79409916,78,573,43.2646196,50,0.005135075,0.299125364,653.2278442,30,322.0248438,1.964554078,73.83383273,18.53283542
29.12462849,0,558,57.70233608,30,0.072240803,0.084865076,0.015752632,21,1104.536102,2.241365912,74.01483487,18.55546995
28.9400636,0,544,46.59377108,40,0.000777001,0.282153539,0.992415845,21,408.1666326,2.351222966,74.07534523,18.50223591
29.12462849,51,566,49.35211322,50,-0.056501548,0.235014703,112.5903702,30,167.6305461,2.241365912,73.97295467,18.57995544
27.29891325,0,620,57.11443664,30,0.226092464,0.222407469,5.929208279,11,418.6884283,1.673710019,73.72072567,18.51484556
28.63506505,0,600,52.58556014,30,0.131317073,0.090374724,0.0,12,672.6812024,2.199088634,73.89312318,18.64062815
29.12462849,91,564,50.51765804,50,0.033136816,0.194074818,76.97681427,22,474.341649,2.241365912,74.04266806,18.63908105
28.58830398,0,562,44.29344362,40,-0.002146435,0.30537434,12.69032097,21,932.3625904,2.26777321,74.05010322,18.47725117
27.14588591,0,574,31.17850088,80,0.411764706,-0.659090909,0.0,21,0.0,1.810214569,73.76577466,18.43901305
27.79409916,0,655,47.00051546,10,0.075080339,0.138030194,1.417163372,30,201.246118,1.964554078,73.77539823,18.50743491
28.63506505,1,554,48.45659198,60,0.036396279,0.040535777,17.9422493,30,474.1307836,2.199088634,73.93898207,18.5563618
28.14107453,0,633,53.38537682,30,0.089301503,0.122004357,1.112135887,12,657.6473219,2.550083672,74.05738215,18.44427808
28.52975997,0,609,53.88782576,20,0.205507188,0.293768546,0.0,11,1031.600698,2.170833195,73.94400488,18.68904033
27.67938471,0,598,50.9893448,50,0.077907624,0.110217755,10.86982822,30,648.8451279,1.956266523,73.72462148,18.67591808
