system:index,AirTemp,BuiltSurface,Elevation,LST,LULC,NDBI,NDVI,PopulationDensity,UrbanClass,WaterDistance,WindSpeed,.geo,Longitude,Latitude
0,28.63506505,73,600,50.81160776,50,0.054347826,0.086455331,129.1022797,30,308.058436,2.199088634,"{""type"":""Point"",""coordinates"":[73.855772057789,18.629668471355398]}",73.85577206,18.62966847
1,26.60724477,0,593,44.60790146,40,0.003653635,0.377968671,0,21,143.1782106,1.532930593,"{""type"":""Point"",""coordinates"":[73.71240340517498,18.410803082585126]}",73.71240341,18.41080308
2,27.79409916,34,622,44.07127232,50,-0.023954527,0.267336683,169.6432495,30,315.7530681,1.964554078,"{""type"":""Point"",""coordinates"":[73.78117189613586,18.513841538920648]}",73.7811719,18.51384154
3,27.67938471,0,594,45.95801936,20,0.126662574,0.429336906,0,21,355.1056181,1.956266523,"{""type"":""Point"",""coordinates"":[73.73842470859229,18.69209452473875]}",73.73842471,18.69209452
4,29.29183769,0,656,55.69595834,30,0.190257353,0.164958678,0,11,344.0930107,2.224560324,"{""type"":""Point"",""coordinates"":[74.06662721422913,18.585145284962653]}",74.06662721,18.58514528
5,28.9400636,0,588,47.76956996,40,-0.250475828,0.646203959,2.740958214,12,72.11102551,2.351222966,"{""type"":""Point"",""coordinates"":[74.09678515181804,18.452805618311203]}",74.09678515,18.45280562
6,28.88797394,0,558,46.4433782,10,0.061538462,0.251025431,0,11,382.7531842,2.221364185,"{""type"":""Point"",""coordinates"":[73.96900884336881,18.660478193862794]}",73.96900884,18.66047819
7,28.94811934,0,583,47.776406,30,0.033957336,0.329140461,0,12,421.0700654,2.199623125,"{""type"":""Point"",""coordinates"":[74.05488315870276,18.698085629181122]}",74.05488316,18.69808563
8,27.62282456,0,622,50.19294614,20,-0.100642398,0.528624535,6.373515129,11,472.0169488,2.332534389,"{""type"":""Point"",""coordinates"":[74.0028540226559,18.438965360986664]}",74.00285402,18.43896536
9,28.88797394,0,595,51.11239352,30,0.197682839,0.134664619,0.155883387,12,1059.481005,2.221364185,"{""type"":""Point"",""coordinates"":[73.9542422848199,18.685626539373775]}",73.95424228,18.68562654
10,28.63506505,0,603,55.87027736,40,0.147416051,0.155211359,0,30,537.1219601,2.199088634,"{""type"":""Point"",""coordinates"":[73.86165262766,18.632028976829467]}",73.86165263,18.63202898
11,29.12462849,0,577,44.11228856,80,0.152129817,0.153633855,0.280396879,30,0,2.241365912,"{""type"":""Point"",""coordinates"":[73.98005234018257,18.58617806613616]}",73.98005234,18.58617807
12,28.63506505,16,555,46.84670456,50,-0.131028596,0.544739143,330.2688904,30,332.4154028,2.199088634,"{""type"":""Point"",""coordinates"":[73.90025043709592,18.551259167018586]}",73.90025044,18.55125917
13,28.94811934,0,558,46.238297,40,-0.240884883,0.64709081,0,12,493.9635614,2.199623125,"{""type"":""Point"",""coordinates"":[74.06930036811188,18.657838074152192]}",74.06930037,18.65783807
14,27.71183371,0,714,52.11387338,30,0.205403088,0.15595758,0,21,194.1648784,1.864115503,"{""type"":""Point"",""coordinates"":[73.70810691452893,18.602574506214424]}",73.70810691,18.60257451
15,28.12798588,0,603,52.02842288,30,0.209209572,0.157336163,0,21,382.7531842,2.080543428,"{""type"":""Point"",""coordinates"":[73.75340434119524,18.69718890863739]}",73.75340434,18.69718891
16,29.12462849,0,607,52.32920864,30,0.14178515,0.177139762,3.049709797,21,857.0297544,2.241365912,"{""type"":""Point"",""coordinates"":[74.0432103516609,18.57586849622654]}",74.04321035,18.5758685
17,28.94811934,81,585,53.72034278,50,0.127309645,0.193888889,29.39491081,30,131.5294644,2.199623125,"{""type"":""Point"",""coordinates"":[74.0978987637947,18.671316369540662]}",74.09789876,18.67131637
18,27.67938471,75,578,45.36328388,50,-0.017638589,0.291752342,84.86573792,30,342.0526275,1.956266523,"{""type"":""Point"",""coordinates"":[73.73204063766073,18.652673161115086]}",73.73204064,18.65267316
19,28.14696374,26,603,43.92429746,50,-0.120110446,0.423669331,283.6954651,30,349.8571137,2.087858749,"{""type"":""Point"",""coordinates"":[73.78987556843367,18.551460942960944]}",73.78987557,18.55146094
20,28.58830398,63,547,47.67044738,50,0.064189886,0.093056895,32.8127327,21,202.2374842,2.26777321,"{""type"":""Point"",""coordinates"":[73.99644414750172,18.497333889859007]}",73.99644415,18.49733389
21,28.88797394,0,586,45.08300624,40,0.019183473,0.260031596,0,12,636.3175308,2.221364185,"{""type"":""Point"",""coordinates"":[74.02333968575485,18.694284485475563]}",74.02333969,18.69428449
22,29.12462849,0,595,55.30630406,40,0.165287302,0.165785997,1.08063066,30,488.3646179,2.241365912,"{""type"":""Point"",""coordinates"":[73.95863297565768,18.592639408415614]}",73.95863298,18.59263941
23,29.12462849,0,573,53.60071208,30,0.04985889,0.096039067,0.141773701,21,898.0534505,2.241365912,"{""type"":""Point"",""coordinates"":[73.99879912656131,18.568704806416275]}",73.99879913,18.56870481
24,28.94811934,0,600,53.1426974,10,0.103857567,0.05496041,3.795421839,21,400.2499219,2.199623125,"{""type"":""Point"",""coordinates"":[74.08606363803666,18.678080475950885]}",74.08606364,18.67808048
25,28.63506505,0,604,55.20034544,30,0.200795229,0.159987175,0,11,632.455532,2.199088634,"{""type"":""Point"",""coordinates"":[73.86774341749373,18.64057000315526]}",73.86774342,18.64057
26,28.14696374,0,554,41.67865832,10,0.012651691,0.41472438,0,30,164.0121947,2.087858749,"{""type"":""Point"",""coordinates"":[73.84872162219335,18.575083993249883]}",73.84872162,18.57508399
27,27.71183371,0,578,47.31155528,40,0.08716707,0.168086755,0.143622831,11,283.019434,1.864115503,"{""type"":""Point"",""coordinates"":[73.70080641417147,18.55380055142552]}",73.70080641,18.55380055
28,29.12462849,0,564,54.32533232,30,0.095928226,0.139460713,7.857413292,21,1125.077775,2.241365912,"{""type"":""Point"",""coordinates"":[74.02211093596284,18.56205762761066]}",74.02211094,18.56205763
29,29.12462849,17,599,52.561634,50,0.04679041,0.1328125,56.06047058,30,578.0138407,2.241365912,"{""type"":""Point"",""coordinates"":[74.00297126746833,18.59463921626594]}",74.00297127,18.59463922
30,28.14696374,25,585,46.6313693,10,-0.15907099,0.603030303,64.74961853,30,626.2587325,2.087858749,"{""type"":""Point"",""coordinates"":[73.8200221583367,18.626438946466084]}",73.82002216,18.62643895
31,29.12462849,11,587,51.30380264,50,0.05542684,0.122168114,11.5466795,21,98.48857802,2.241365912,"{""type"":""Point"",""coordinates"":[73.98594316081686,18.618106883564955]}",73.98594316,18.61810688
32,28.12798588,53,592,51.02010698,50,0.119820372,0.115076287,56.7850914,30,248.394847,2.080543428,"{""type"":""Point"",""coordinates"":[73.79509779344009,18.69375697915817]}",73.79509779,18.69375698
33,28.1694283,59,595,46.81594238,50,0.099696663,0.100890208,291.8154602,30,1104.943437,2.192059992,"{""type"":""Point"",""coordinates"":[73.91890151938881,18.474171373478555]}",73.91890152,18.47417137
34,28.63506505,0,620,55.61392586,30,0.27134287,0.175725987,5.166863441,30,684.6897107,2.199088634,"{""type"":""Point"",""coordinates"":[73.86452038294543,18.638388172405936]}",73.86452038,18.63838817
35,27.14588591,0,661,47.64652124,20,0.116801999,0.16988417,7.450995445,30,315.7530681,1.810214569,"{""type"":""Point"",""coordinates"":[73.8309290261912,18.432756910807687]}",73.83092903,18.43275691
36,28.58830398,0,564,52.0660211,20,0.080365297,0.140753328,0,12,340.147027,2.26777321,"{""type"":""Point"",""coordinates"":[73.97573239285576,18.483173714359374]}",73.97573239,18.48317371
37,27.79409916,11,564,44.99755574,50,-0.17309417,0.674775928,41.04190826,30,78.10249676,1.964554078,"{""type"":""Point"",""coordinates"":[73.7896406994252,18.459783479031945]}",73.7896407,18.45978348
38,28.1694283,0,652,44.6489177,10,-0.10355286,0.623844437,93.96647644,30,525.5473337,2.192059992,"{""type"":""Point"",""coordinates"":[73.86853513623807,18.458494062421348]}",73.86853514,18.45849406
39,28.12798588,0,567,48.23442068,10,0.016659725,0.169680456,19.44820023,30,272.0294102,2.080543428,"{""type"":""Point"",""coordinates"":[73.82504240810049,18.68706929503875]}",73.82504241,18.6870693
40,27.79409916,0,705,47.4516941,20,0.134338953,0.210421836,1.684073091,21,339.411255,1.964554078,"{""type"":""Point"",""coordinates"":[73.76685676396785,18.50010622273091]}",73.76685676,18.50010622
41,29.29183769,0,561,55.75406468,30,0.175413519,0.111172262,0.261493713,12,762.1679605,2.224560324,"{""type"":""Point"",""coordinates"":[74.08126317190526,18.55978049061244]}",74.08126317,18.55978049
42,28.14696374,25,567,52.51719974,50,0.107582938,0.145028884,57.45615387,30,148.6606875,2.087858749,"{""type"":""Point"",""coordinates"":[73.8038400828183,18.58355530038213]}",73.80384008,18.5835553
43,27.67938471,45,584,49.31793302,50,0.158496732,0.078534031,32.91670227,30,493.9635614,1.956266523,"{""type"":""Point"",""coordinates"":[73.73256874856976,18.659014816972636]}",73.73256875,18.65901482
44,28.9400636,0,546,48.56596862,40,-0.073406593,0.362723214,9.278301239,21,336.0059523,2.351222966,"{""type"":""Point"",""coordinates"":[74.07505796876102,18.500071277887088]}",74.07505797,18.50007128
45,28.14696374,0,564,48.8359922,40,-0.085775862,0.462833914,2.356593847,30,274.5906044,2.087858749,"{""type"":""Point"",""coordinates"":[73.76655109492607,18.632193520491]}",73.76655109,18.63219352
46,27.62282456,0,835,49.70075126,10,0.131735379,0.294084024,0,12,180,2.332534389,"{""type"":""Point"",""coordinates"":[73.99927748407323,18.403287520636294]}",73.99927748,18.40328752
47,28.58830398,0,545,47.88920066,40,-0.198927819,0.572576595,8.720657349,21,640.0781202,2.26777321,"{""type"":""Point"",""coordinates"":[74.02181266410032,18.54384916871056]}",74.02181266,18.54384917
48,28.58830398,0,550,45.36328388,40,-0.121839081,0.547159842,0.015752632,21,737.3601562,2.26777321,"{""type"":""Point"",""coordinates"":[74.01702858024521,18.476225570402196]}",74.01702858,18.47622557
49,28.14696374,0,558,47.64652124,20,0.157061588,0.297297297,0,30,192.3538406,2.087858749,"{""type"":""Point"",""coordinates"":[73.78979285413507,18.578138323249306]}",73.78979285,18.57813832
50,27.29891325,1,581,50.50398596,30,0.142909897,0.250201993,0.092782892,12,402.6164428,1.673710019,"{""type"":""Point"",""coordinates"":[73.71218525879334,18.533581635223822]}",73.71218526,18.53358164
51,28.1694283,11,588,46.61769722,10,0.052776143,0.352759877,37.61246872,30,555.4277631,2.192059992,"{""type"":""Point"",""coordinates"":[73.90610780667224,18.501540342677863]}",73.90610781,18.50154034
52,26.60724477,0,574,31.65360566,80,0.743243243,-0.859778598,0,12,0,1.532930593,"{""type"":""Point"",""coordinates"":[73.74733090839977,18.42130700539576]}",73.74733091,18.42130701
53,27.71183371,0,583,50.8697141,40,0.149282921,0.145741879,0.372402579,12,468.7216658,1.864115503,"{""type"":""Point"",""coordinates"":[73.73128998012109,18.629490419137056]}",73.73128998,18.62949042
54,27.62282456,3,614,53.46057326,50,0.044264819,0.110216857,16.9813385,21,332.8663395,2.332534389,"{""type"":""Point"",""coordinates"":[73.954882675226,18.442234515242895]}",73.95488268,18.44223452
55,29.12462849,0,591,53.4844994,50,0.095711061,0.136776391,0.13547264,30,177.2004515,2.241365912,"{""type"":""Point"",""coordinates"":[73.99438511488482,18.603240070707407]}",73.99438511,18.60324007
56,27.14588591,0,748,48.62749298,20,0.175523349,0.193870753,0,30,141.4213562,1.810214569,"{""type"":""Point"",""coordinates"":[73.83536204763297,18.434808828508153]}",73.83536205,18.43480883
57,27.62282456,0,842,46.38527186,20,0.156817304,0.211431743,0,11,212.1320344,2.332534389,"{""type"":""Point"",""coordinates"":[74.00533126596056,18.4198855852138]}",74.00533127,18.41988559
58,29.29183769,0,559,51.60800642,40,0.061176005,0.260164762,0,12,250,2.224560324,"{""type"":""Point"",""coordinates"":[74.09374808229028,18.5721690217327]}",74.09374808,18.57216902
59,28.52975997,0,611,53.22131186,30,0.216947649,0.143134715,0,12,490.4079934,2.170833195,"{""type"":""Point"",""coordinates"":[73.87768361076981,18.694054237220165]}",73.87768361,18.69405424
60,27.71183371,0,567,46.95949922,10,0.031312458,0.239556692,0.173278958,12,53.85164807,1.864115503,"{""type"":""Point"",""coordinates"":[73.73528819527775,18.645216559636438]}",73.7352882,18.64521656
61,29.12462849,14,582,49.68366116,50,0.079175258,0.186819027,121.9600372,30,130.3840481,2.241365912,"{""type"":""Point"",""coordinates"":[73.98123224173013,18.581391254340765]}",73.98123224,18.58139125
62,28.63506505,25,597,49.5195962,50,0.055038103,0.134722928,78.06060028,30,452.2167622,2.199088634,"{""type"":""Point"",""coordinates"":[73.93511912017144,18.59450032442735]}",73.93511912,18.59450032
63,28.94811934,0,612,53.13927938,30,0.145536645,0.124828532,33.13918304,21,140.3566885,2.199623125,"{""type"":""Point"",""coordinates"":[74.09393453861242,18.69240418230682]}",74.09393454,18.69240418
64,28.88797394,0,561,42.35542628,10,-0.243402915,0.69412396,0,12,335.4101966,2.221364185,"{""type"":""Point"",""coordinates"":[74.02488155897788,18.677466541604318]}",74.02488156,18.67746654
65,28.63506505,1,584,47.24319488,20,0.140462889,0.345409119,10.38413525,30,180.2775638,2.199088634,"{""type"":""Point"",""coordinates"":[73.85264378410257,18.617242661673988]}",73.85264378,18.61724266
66,28.94811934,0,552,48.67876328,40,-0.127884408,0.456418825,1.568962216,22,354.682957,2.199623125,"{""type"":""Point"",""coordinates"":[74.06551667072118,18.650153364176226]}",74.06551667,18.65015336
67,28.1694283,28,534,41.45990504,30,0.016187485,0.18440954,27.90900612,30,10,2.192059992,"{""type"":""Point"",""coordinates"":[73.90392388124661,18.540661190280847]}",73.90392388,18.54066119
68,28.9400636,0,535,50.23396238,40,0.053914328,0.287437186,0,12,421.5447782,2.351222966,"{""type"":""Point"",""coordinates"":[74.06545496458503,18.51270517353958]}",74.06545496,18.51270517
69,29.29183769,0,558,52.31895458,40,0.062795965,0.233270117,5.55437851,12,710.6335202,2.224560324,"{""type"":""Point"",""coordinates"":[74.06050715371573,18.55236154932052]}",74.06050715,18.55236155
70,29.29183769,0,547,55.15249316,30,0.155528554,0.174978867,1.386231661,12,697.782201,2.224560324,"{""type"":""Point"",""coordinates"":[74.09338971929373,18.551988112485414]}",74.09338972,18.55198811
71,27.79409916,0,614,45.44189834,20,0.199266223,0.232615602,0,12,648.4597135,1.964554078,"{""type"":""Point"",""coordinates"":[73.7700423190873,18.47675165089409]}",73.77004232,18.47675165
72,27.79409916,25,586,45.24023516,20,0.004684838,0.384888889,48.40468979,30,341.7601498,1.964554078,"{""type"":""Point"",""coordinates"":[73.79455306654079,18.45231463413919]}",73.79455307,18.45231463
73,28.14696374,30,578,45.18212882,50,0.018374847,0.365133447,93.73614502,30,578.0138407,2.087858749,"{""type"":""Point"",""coordinates"":[73.76893991303746,18.56853907505673]}",73.76893991,18.56853908
74,28.14696374,11,568,51.86435792,50,0.036560129,0.196459166,37.63933945,30,276.5863337,2.087858749,"{""type"":""Point"",""coordinates"":[73.81362550297122,18.589498766264533]}",73.8136255,18.58949877
75,28.14107453,0,632,54.14417726,30,0.1104877,0.117375983,0,12,692.6037828,2.550083672,"{""type"":""Point"",""coordinates"":[74.05786181118452,18.441507011239096]}",74.05786181,18.44150701
76,28.52975997,0,592,50.46296972,30,0.165367601,0.24512885,26.17390823,23,238.5372088,2.170833195,"{""type"":""Point"",""coordinates"":[73.88601002168238,18.672221865284524]}",73.88601002,18.67222187
77,26.60724477,0,585,43.0937186,40,-0.010373945,0.294190359,0,21,90,1.532930593,"{""type"":""Point"",""coordinates"":[73.71333674894629,18.40901749990097]}",73.71333675,18.4090175
78,27.31336457,54,684,48.2549288,50,0.048092869,0.168745228,204.2360382,30,372.1558813,2.102473899,"{""type"":""Point"",""coordinates"":[73.86396775096507,18.433411212416896]}",73.86396775,18.43341121
79,29.12462849,18,593,55.3473203,20,0.088071349,0.172591743,57.8531189,30,404.9691346,2.241365912,"{""type"":""Point"",""coordinates"":[74.00956236297013,18.606160646233846]}",74.00956236,18.60616065
80,27.29891325,0,734,53.60754812,30,0.186866082,0.267416935,0,21,460.9772229,1.673710019,"{""type"":""Point"",""coordinates"":[73.71932838475213,18.50121413776377]}",73.71932838,18.50121414
81,27.62282456,0,616,55.9625639,30,0.152910737,0.111337407,0,11,351.2833614,2.332534389,"{""type"":""Point"",""coordinates"":[74.00799451144022,18.44485959762692]}",74.00799451,18.4448596
82,28.1694283,53,606,43.6406018,50,0.0501002,0.075134675,1455.722656,30,1338.095662,2.192059992,"{""type"":""Point"",""coordinates"":[73.8738757438575,18.479912080961938]}",73.87387574,18.47991208
83,27.62282456,0,625,52.01133278,20,0.191905715,0.268854749,0,11,336.1547263,2.332534389,"{""type"":""Point"",""coordinates"":[74.0096033360351,18.439604593439608]}",74.00960334,18.43960459
84,28.14696374,35,561,49.19830232,50,0.040047114,0.261609907,148.6040344,30,67.08203932,2.087858749,"{""type"":""Point"",""coordinates"":[73.79592523165611,18.603176469850464]}",73.79592523,18.60317647
85,28.58830398,55,576,47.96097908,50,0.084909811,0.10903759,124.2567673,30,480.1041554,2.26777321,"{""type"":""Point"",""coordinates"":[73.97765563840116,18.47277552301512]}",73.97765564,18.47277552
86,28.14107453,0,832,50.39802734,40,0.049751244,0.264900662,0,12,407.1854614,2.550083672,"{""type"":""Point"",""coordinates"":[74.05819490897152,18.404639190931558]}",74.05819491,18.40463919
87,29.12462849,0,558,47.68411946,40,-0.035113854,0.423470881,5.617388725,21,488.2622246,2.241365912,"{""type"":""Point"",""coordinates"":[74.04247370194692,18.62458230638941]}",74.0424737,18.62458231
88,26.60724477,0,622,42.55367144,40,-0.095460489,0.498211548,10.15414715,12,194.1648784,1.532930593,"{""type"":""Point"",""coordinates"":[73.70382022228925,18.40850038664364]}",73.70382022,18.40850039
89,27.29891325,0,742,57.37420616,30,0.124353608,0.128530625,0,11,554.436651,1.673710019,"{""type"":""Point"",""coordinates"":[73.73324386722663,18.47840084047969]}",73.73324387,18.47840084
90,28.52975997,15,616,54.0826529,40,0.141707808,0.20328121,10.85020828,21,1239.758041,2.170833195,"{""type"":""Point"",""coordinates"":[73.923605153242,18.694994067102495]}",73.92360515,18.69499407
91,28.14107453,0,894,53.40930296,30,0.167075619,0.167604753,0,11,850,2.550083672,"{""type"":""Point"",""coordinates"":[74.08166349613623,18.41797300761641]}",74.0816635,18.41797301
92,26.60724477,0,586,45.39062804,10,-0.076182137,0.486094317,2.955193996,12,147.6482306,1.532930593,"{""type"":""Point"",""coordinates"":[73.72115819807745,18.41493971112716]}",73.7211582,18.41493971
93,27.31336457,0,743,51.45761354,30,0.105765063,0.247279323,0,12,484.6648326,2.102473899,"{""type"":""Point"",""coordinates"":[73.87148464310485,18.422405043715607]}",73.87148464,18.42240504
94,28.14696374,13,567,49.35553124,30,0.12688588,0.062367616,8.569432259,30,286.3564213,2.087858749,"{""type"":""Point"",""coordinates"":[73.7512055783999,18.631875670053788]}",73.75120558,18.63187567
95,28.1694283,39,576,42.72115442,50,-0.084988736,0.335181452,347.9846497,30,664.8308055,2.192059992,"{""type"":""Point"",""coordinates"":[73.8548812968458,18.499797995648905]}",73.8548813,18.499798
96,29.12462849,0,555,51.09872144,40,0.016577857,0.162758138,0,21,602.0797289,2.241365912,"{""type"":""Point"",""coordinates"":[74.04384621886645,18.627786253864056]}",74.04384622,18.62778625
97,28.14696374,0,560,45.56152904,10,0.024850703,0.424310636,0.797083199,30,210.9502311,2.087858749,"{""type"":""Point"",""coordinates"":[73.84387607147421,18.578949474184313]}",73.84387607,18.57894947
98,28.12798588,0,590,50.75691944,40,0.000491723,0.207524753,7.510855198,30,516.139516,2.080543428,"{""type"":""Point"",""coordinates"":[73.81727783932872,18.66982707399863]}",73.81727784,18.66982707
99,27.79409916,59,576,42.75875264,10,-0.05933717,0.458469945,411.8981018,30,496.4876635,1.964554078,"{""type"":""Point"",""coordinates"":[73.8365163855709,18.542989132985117]}",73.83651639,18.54298913
100,28.14696374,0,571,47.434604,60,0.073161486,0.007416564,0,30,471.6990566,2.087858749,"{""type"":""Point"",""coordinates"":[73.75692358680035,18.616030977864074]}",73.75692359,18.61603098
101,29.12462849,70,602,48.76421378,50,0.094983145,0.336065574,140.3685608,30,771.038261,2.241365912,"{""type"":""Point"",""coordinates"":[74.00476552935918,18.588080973480473]}",74.00476553,18.58808097
102,27.71183371,17,597,45.88282292,50,0.056566456,0.316588463,81.15834045,30,322.8002478,1.864115503,"{""type"":""Point"",""coordinates"":[73.73639285834284,18.591183044381754]}",73.73639286,18.59118304
103,28.9400636,0,535,47.0757119,40,-0.042194093,0.422606192,0,22,192.0937271,2.351222966,"{""type"":""Point"",""coordinates"":[74.09609250273976,18.531066420670363]}",74.0960925,18.53106642
104,28.94811934,0,562,47.05178576,40,-0.224768798,0.598111228,0,12,413.0375286,2.199623125,"{""type"":""Point"",""coordinates"":[74.0708162324859,18.661194437404962]}",74.07081623,18.66119444
105,28.9400636,0,551,46.00928966,40,-0.003900536,0.305229794,13.72999477,21,521.5361924,2.351222966,"{""type"":""Point"",""coordinates"":[74.09138011377263,18.489556813285343]}",74.09138011,18.48955681
106,28.1694283,18,646,49.20513836,50,0.040844245,0.283472803,252.7151184,30,1392.910622,2.192059992,"{""type"":""Point"",""coordinates"":[73.90945527662394,18.477806902284883]}",73.90945528,18.4778069
107,28.63506505,0,554,46.61769722,10,0.08053544,0.342088405,0,30,100.4987562,2.199088634,"{""type"":""Point"",""coordinates"":[73.85743025196149,18.581386301041398]}",73.85743025,18.5813863
108,27.71183371,0,560,44.2558454,10,-0.025380711,0.488625441,0,12,14.14213562,1.864115503,"{""type"":""Point"",""coordinates"":[73.73609902907634,18.57142114799975]}",73.73609903,18.57142115
109,28.14107453,0,609,48.7847219,40,-0.071858691,0.408599314,1.181447506,12,965.194281,2.550083672,"{""type"":""Point"",""coordinates"":[74.0658647197166,18.444320320375585]}",74.06586472,18.44432032
110,28.1694283,29,581,45.10693238,50,-0.012425021,0.277642606,1012.135803,30,183.8477631,2.192059992,"{""type"":""Point"",""coordinates"":[73.87816526955507,18.517960959385512]}",73.87816527,18.51796096
111,28.52975997,0,566,45.18896486,30,0.172832019,0.127583356,0,21,468.7216658,2.170833195,"{""type"":""Point"",""coordinates"":[73.87104724698617,18.68857583259976]}",73.87104725,18.68857583
112,27.71183371,0,595,51.19784402,40,0.052730697,0.078011144,0.55288434,12,560.357029,1.864115503,"{""type"":""Point"",""coordinates"":[73.74551093139497,18.558614367612808]}",73.74551093,18.55861437
113,28.14696374,71,568,45.89991302,50,0.199052133,0.195190948,25.59802818,30,215.8703314,2.087858749,"{""type"":""Point"",""coordinates"":[73.82382852478537,18.616115587307622]}",73.82382852,18.61611559
114,28.63506505,0,588,56.55388136,30,0.194830529,0.151726543,0,30,256.3201124,2.199088634,"{""type"":""Point"",""coordinates"":[73.88977062582411,18.603039585247956]}",73.88977063,18.60303959
115,27.29891325,89,747,55.0738787,50,0.083881579,0.213177239,9.205842018,12,398.1205847,1.673710019,"{""type"":""Point"",""coordinates"":[73.7186772780556,18.477244752211615]}",73.71867728,18.47724475
116,28.88797394,0,560,44.92577732,40,-0.013067828,0.423699169,0,12,547.813837,2.221364185,"{""type"":""Point"",""coordinates"":[73.96953421589208,18.667896184256353]}",73.96953422,18.66789618
117,29.29183769,0,564,55.7574827,30,0.174959217,0.08909825,0,12,392.0459157,2.224560324,"{""type"":""Point"",""coordinates"":[74.09276444443029,18.56793707362167]}",74.09276444,18.56793707
118,28.52975997,0,564,51.66269474,30,0.081560284,0.173937677,0,21,212.1320344,2.170833195,"{""type"":""Point"",""coordinates"":[73.91170796227202,18.66101572159423]}",73.91170796,18.66101572
119,28.1694283,25,577,53.46399128,50,0.033570203,0.211674347,209.2251282,30,78.10249676,2.192059992,"{""type"":""Point"",""coordinates"":[73.91355840144176,18.513901457632596]}",73.9135584,18.51390146
120,29.12462849,0,584,44.9907197,40,-0.00595435,0.408196342,5.652044773,30,600,2.241365912,"{""type"":""Point"",""coordinates"":[73.99806336202344,18.586182031651685]}",73.99806336,18.58618203
121,28.58830398,0,552,47.66702936,40,0.086506542,0.303427139,0.992415845,21,773.8862966,2.26777321,"{""type"":""Point"",""coordinates"":[74.01509298980365,18.475927214341585]}",74.01509299,18.47592721
122,27.14588591,0,716,51.73447316,20,0.1956778,0.18187067,0,11,1188.107739,1.810214569,"{""type"":""Point"",""coordinates"":[73.79675425123895,18.414858172934522]}",73.79675425,18.41485817
123,28.63506505,0,598,54.55433966,30,0.174615239,0.123351435,2.690549612,30,110.4536102,2.199088634,"{""type"":""Point"",""coordinates"":[73.94179430340789,18.60132836708933]}",73.9417943,18.60132837
124,28.58830398,0,542,46.19044472,40,-0.086695634,0.46051168,0.734072685,21,690.07246,2.26777321,"{""type"":""Point"",""coordinates"":[74.01851064391484,18.5281086903605]}",74.01851064,18.52810869
125,27.62282456,0,626,50.95174658,20,0.19575525,0.22363449,0,11,358.4689666,2.332534389,"{""type"":""Point"",""coordinates"":[74.00892851254034,18.439259263059576]}",74.00892851,18.43925926
126,28.1694283,67,552,47.64310322,50,0.228688379,-0.041998232,96.43392944,30,63.2455532,2.192059992,"{""type"":""Point"",""coordinates"":[73.85255247551916,18.54393737157104]}",73.85255248,18.54393737
127,28.63506505,0,570,54.3731846,40,0.184938631,0.121030043,2.460561275,30,390.5124838,2.199088634,"{""type"":""Point"",""coordinates"":[73.93292386102455,18.56956515707752]}",73.93292386,18.56956516
128,27.79409916,2,605,47.66019332,10,0.121786768,0.234231567,4.199651718,21,784.0918314,1.964554078,"{""type"":""Point"",""coordinates"":[73.78199220091159,18.483835435186457]}",73.7819922,18.48383544
129,28.88797394,0,559,47.89261868,10,0.024020228,0.108240023,0.180734366,21,264.7640459,2.221364185,"{""type"":""Point"",""coordinates"":[74.01204274220014,18.670262716904357]}",74.01204274,18.67026272
130,28.1694283,0,536,44.19773906,10,0.031604343,0.076716738,1.201381087,30,10,2.192059992,"{""type"":""Point"",""coordinates"":[73.92112577012968,18.538475262462743]}",73.92112577,18.53847526
131,28.14696374,72,570,46.61086118,50,-0.044173141,0.36506094,122.8390274,30,142.126704,2.087858749,"{""type"":""Point"",""coordinates"":[73.78075017741637,18.613702982227807]}",73.78075018,18.61370298
132,28.94811934,0,582,49.61530076,10,-0.022086158,0.412511333,0,11,580.5170109,2.199623125,"{""type"":""Point"",""coordinates"":[74.0676160149961,18.68463359919775]}",74.06761601,18.6846336
133,28.52975997,0,576,54.08948894,40,0.042900919,0.241059603,0,21,608.7692502,2.170833195,"{""type"":""Point"",""coordinates"":[73.92504899619335,18.673896112245888]}",73.925049,18.67389611
134,27.79409916,0,609,47.8105862,20,0.240380458,0.212560387,5.210970879,30,358.4689666,1.964554078,"{""type"":""Point"",""coordinates"":[73.83600555314949,18.482719208821113]}",73.83600555,18.48271921
135,27.31336457,0,881,55.04311652,30,0.171823312,0.211155379,2.893432379,12,220.2271555,2.102473899,"{""type"":""Point"",""coordinates"":[73.94599752503622,18.40456089574122]}",73.94599753,18.4045609
136,27.29891325,0,580,47.99174126,10,-0.129446278,0.582327254,0.524922371,13,386.0051813,1.673710019,"{""type"":""Point"",""coordinates"":[73.70920809325581,18.52747437762792]}",73.70920809,18.52747438
137,27.71183371,0,579,46.4775584,40,0.013679891,0.397286822,1.076535821,21,528.8667129,1.864115503,"{""type"":""Point"",""coordinates"":[73.72487453306039,18.586674861169286]}",73.72487453,18.58667486
138,28.58830398,0,617,50.76033746,20,0.136659436,0.144335825,0,11,222.0360331,2.26777321,"{""type"":""Point"",""coordinates"":[74.03647573988134,18.45224353427588]}",74.03647574,18.45224353
